Customer ID,Parent Product,Claim Date,Documentation Date,Status,Claim Category,Claim Tracking Number,Vendor ID,Storage Fee,Insurance Amount,Holding Fee,Total Acquisition Cost
J12549098,TREE_48075,,,INCOMPLETE,,,,44,128,0,72600
J12549102,TREE_48075,,,INCOMPLETE,,,,8,1132,0,11404
J12549103,TREE_48075,,,INCOMPLETE,,,,80,996,0,47760
J12549106,TREE_48075,,,INCOMPLETE,,,,64,88,0,21360
J12549117,TREE_48075,,,INCOMPLETE,,,,20,1080,0,71480
J12549118,TREE_48075,,,INCOMPLETE,,,,104,356,0,53200
J12549123,TREE_48075,,,INCOMPLETE,,,,4,5052,0,55476
J12549126,TREE_48075,,,INCOMPLETE,,,,16,544,0,48320
J12549129,TREE_48075,,,INCOMPLETE,,,,20,20,0,94600
J12549144,TREE_48075,,,INCOMPLETE,,,,60,380,0,78400
J12549154,TREE_48075,,,INCOMPLETE,,,,8,904,0,49280
J12549162,TREE_48075,,,INCOMPLETE,,,,40,1284,0,26320
J12549163,TREE_48075,,,INCOMPLETE,,,,88,440,0,15872
J12549165,TREE_48075,,,INCOMPLETE,,,,52,344,0,80000
J12549167,TREE_48075,,,INCOMPLETE,,,,84,708,0,16560
J12549170,TREE_48075,,,INCOMPLETE,,,,100,24,0,15760
J12549176,TREE_48075,,,INCOMPLETE,,,,24,468,0,22880
J12549178,TREE_48075,,,INCOMPLETE,,,,64,892,0,10664
J12549181,TREE_48075,,,INCOMPLETE,,,,16,164,0,10816
J12549184,TREE_48075,,,INCOMPLETE,,,,64,360,0,12072
J12549188,TREE_48075,,,INCOMPLETE,,,,92,1120,0,14620
J12549189,TREE_48075,,,INCOMPLETE,,,,32,1232,0,11564
J12549190,TREE_48075,,,INCOMPLETE,,,,0,1188,0,43720
J12549201,TREE_48075,,,INCOMPLETE,,,,80,276,0,54480
J12549209,TREE_48075,,,INCOMPLETE,,,,88,708,0,11964
J12549234,TREE_48075,,,INCOMPLETE,,,,20,204,0,50200
J12549241,TREE_48075,,,INCOMPLETE,,,,12,416,0,83600
J12549262,TREE_48075,,,INCOMPLETE,,,,124,1228,0,69000
J12549267,TREE_48075,,,INCOMPLETE,,,,52,672,0,50200
J12549271,TREE_48075,,,INCOMPLETE,,,,148,2960,0,52140
J12549273,TREE_48075,,,INCOMPLETE,,,,68,1168,0,47680
J12549275,TREE_48075,,,INCOMPLETE,,,,116,776,0,17176
J12549284,TREE_48075,,,INCOMPLETE,,,,72,516,0,12360
J12549288,TREE_48075,,,INCOMPLETE,,,,140,284,0,11096
J12549289,TREE_48075,,,INCOMPLETE,,,,128,856,0,10556
J12549295,TREE_48075,,,INCOMPLETE,,,,140,6868,0,62012
J12549314,TREE_48075,,,INCOMPLETE,,,,8,240,0,54640
J12549315,TREE_48075,,,INCOMPLETE,,,,80,88,0,21000
J12549316,TREE_48075,,,INCOMPLETE,,,,72,324,0,12784
J12549324,TREE_48075,,,INCOMPLETE,,,,68,328,0,14908
J12549325,TREE_48075,,,INCOMPLETE,,,,20,1272,0,42560
J12549329,TREE_48075,,,INCOMPLETE,,,,120,476,0,68240
J12549330,TREE_48075,,,INCOMPLETE,,,,24,1012,0,33080
J12549332,TREE_48075,,,INCOMPLETE,,,,136,524,0,15360
J12549334,TREE_48075,,,INCOMPLETE,,,,36,1208,0,15468
J12549336,TREE_48075,,,INCOMPLETE,,,,64,600,0,65160
J12549351,TREE_48075,,,INCOMPLETE,,,,12,204,0,14852
J12549361,TREE_48075,,,INCOMPLETE,,,,32,420,0,12348
J12549376,TREE_48075,,,INCOMPLETE,,,,56,1168,0,60440
J12549381,TREE_48075,,,INCOMPLETE,,,,88,128,0,10444
J12549385,TREE_48075,,,INCOMPLETE,,,,108,880,0,55520
J12549391,TREE_48075,,,INCOMPLETE,,,,84,552,0,12604
J12549392,TREE_48075,,,INCOMPLETE,,,,12,472,0,98000
J12549394,TREE_48075,,,INCOMPLETE,,,,124,288,0,13928
J12549405,TREE_48075,,,INCOMPLETE,,,,132,500,0,70000
J12549408,TREE_48075,,,INCOMPLETE,,,,76,824,0,52680
J12549409,TREE_48075,,,INCOMPLETE,,,,40,1092,0,32360
J12549412,TREE_48075,,,INCOMPLETE,,,,4,1488,0,70880
J12549424,TREE_48075,,,INCOMPLETE,,,,116,516,0,13360
J12549442,TREE_48075,,,INCOMPLETE,,,,28,172,0,11632
J12549443,TREE_48075,,,INCOMPLETE,,,,132,572,0,70760
J12549454,TREE_48075,,,INCOMPLETE,,,,124,500,0,16516
J12549456,TREE_48075,,,INCOMPLETE,,,,44,1100,0,84640
J12549457,TREE_48075,,,INCOMPLETE,,,,132,496,0,14460
J12549468,TREE_48075,,,INCOMPLETE,,,,68,624,0,39600
J12549469,TREE_48075,,,INCOMPLETE,,,,104,652,0,11220
J12549480,TREE_48075,,,INCOMPLETE,,,,28,720,0,12640
J12549483,TREE_48075,,,INCOMPLETE,,,,136,848,0,10056
J12549484,TREE_48075,,,INCOMPLETE,,,,32,852,0,71760
J12549486,TREE_48075,,,INCOMPLETE,,,,36,1020,0,11632
J12549491,TREE_48075,,,INCOMPLETE,,,,104,716,0,25600
J12549495,TREE_48075,,,INCOMPLETE,,,,92,620,0,15884
J12549498,TREE_48075,,,INCOMPLETE,,,,100,4000,0,64976
J12549500,TREE_48075,,,INCOMPLETE,,,,72,704,0,13548
J12549501,TREE_48075,,,INCOMPLETE,,,,132,1256,0,14656
J12549504,TREE_48075,,,INCOMPLETE,,,,72,1260,0,41200
J12549515,TREE_48075,,,INCOMPLETE,,,,92,248,0,12676
J12549520,TREE_48075,,,INCOMPLETE,,,,128,840,0,12876
J12549536,TREE_48075,,,INCOMPLETE,,,,36,712,0,10720
J12549537,TREE_48075,,,INCOMPLETE,,,,132,664,0,40360
J12549545,TREE_48075,,,INCOMPLETE,,,,76,896,0,13436
J12549548,TREE_48075,,,INCOMPLETE,,,,132,16,0,10108
J12549555,TREE_48075,,,INCOMPLETE,,,,40,736,0,11780
J12549567,TREE_48075,,,INCOMPLETE,,,,72,1068,0,11892
J12549570,TREE_48075,,,INCOMPLETE,,,,36,828,0,24000
J12549571,TREE_48075,,,INCOMPLETE,,,,132,1160,0,12148
J12549573,TREE_48075,,,INCOMPLETE,,,,136,1192,0,13328
J12549575,TREE_48075,,,INCOMPLETE,,,,40,980,0,72800
J12549582,TREE_48075,,,INCOMPLETE,,,,24,640,0,61560
J12549583,TREE_48075,,,INCOMPLETE,,,,16,1400,0,11224
J12549587,TREE_48075,,,INCOMPLETE,,,,100,1384,0,78080
J12549592,TREE_48075,,,INCOMPLETE,,,,136,1124,0,80760
J12549595,TREE_48075,,,INCOMPLETE,,,,148,528,0,25028
J12549598,TREE_48075,,,INCOMPLETE,,,,92,444,0,26160
J12549602,TREE_48075,,,INCOMPLETE,,,,8,1420,0,18520
J12549603,TREE_48075,,,INCOMPLETE,,,,0,28,0,26760
J12549619,TREE_48075,,,INCOMPLETE,,,,12,324,0,14040
J12549636,TREE_48075,,,INCOMPLETE,,,,28,616,0,25880
J12549646,TREE_48075,,,INCOMPLETE,,,,20,140,0,38680
J12549650,TREE_48075,,,INCOMPLETE,,,,32,724,0,77200
J12549653,TREE_48075,,,INCOMPLETE,,,,96,540,0,36880
J12549654,TREE_48075,,,INCOMPLETE,,,,52,196,0,67200
J12549657,TREE_48075,,,INCOMPLETE,,,,68,316,0,94000
J12549666,TREE_48075,,,INCOMPLETE,,,,28,1128,0,11284
J12549667,TREE_48075,,,INCOMPLETE,,,,8,948,0,87000
J12549668,TREE_48075,,,INCOMPLETE,,,,124,712,0,84800
J12549674,TREE_48075,,,INCOMPLETE,,,,100,1048,0,13420
J12549681,TREE_48075,,,INCOMPLETE,,,,136,1084,0,21680
J12549697,TREE_48075,,,INCOMPLETE,,,,92,800,0,89440
J12549698,TREE_48075,,,INCOMPLETE,,,,136,452,0,24080
J12549699,TREE_48075,,,INCOMPLETE,,,,24,136,0,17080
J12549700,TREE_48075,,,INCOMPLETE,,,,60,1072,0,31720
J12549701,TREE_48075,,,INCOMPLETE,,,,36,256,0,12456
J12549716,TREE_48075,,,INCOMPLETE,,,,0,364,0,46920
J12549730,TREE_48075,,,INCOMPLETE,,,,36,984,0,16664
J12549733,TREE_48075,,,INCOMPLETE,,,,24,808,0,87480
J12549734,TREE_48075,,,INCOMPLETE,,,,40,276,0,12792
J12549739,TREE_48075,,,INCOMPLETE,,,,28,1400,0,12684
J12549741,TREE_48075,,,INCOMPLETE,,,,24,1188,0,60880
J12549750,TREE_48075,,,INCOMPLETE,,,,8,996,0,77400
J12549760,TREE_48075,,,INCOMPLETE,,,,48,1384,0,46560
J12549765,TREE_48075,,,INCOMPLETE,,,,136,780,0,78520
J12549766,TREE_48075,,,INCOMPLETE,,,,0,12,0,70520
J12549773,TREE_48075,,,INCOMPLETE,,,,120,520,0,66440
J12549776,TREE_48075,,,INCOMPLETE,,,,40,1012,0,88440
J12549785,TREE_48075,,,INCOMPLETE,,,,88,892,0,87920
J12549789,TREE_48075,,,INCOMPLETE,,,,44,212,0,13104
J12549805,TREE_48075,,,INCOMPLETE,,,,48,1104,0,73160
J12549826,TREE_48075,,,INCOMPLETE,,,,0,248,0,14468
J12549829,TREE_48075,,,INCOMPLETE,,,,36,480,0,42040
J12549837,TREE_48075,,,INCOMPLETE,,,,32,68,0,37600
J12549843,TREE_48075,,,INCOMPLETE,,,,80,404,0,41720
J12549846,TREE_48075,,,INCOMPLETE,,,,16,160,0,27640
J12549857,TREE_48075,,,INCOMPLETE,,,,8,696,0,10512
J12549862,TREE_48075,,,INCOMPLETE,,,,92,424,0,11336
J12549869,TREE_48075,,,INCOMPLETE,,,,40,900,0,24920
J12549873,TREE_48075,,,INCOMPLETE,,,,76,180,0,36160
J12549882,TREE_48075,,,INCOMPLETE,,,,120,1004,0,92240
J12549887,TREE_48075,,,INCOMPLETE,,,,96,1176,0,42760
J12549889,TREE_48075,,,INCOMPLETE,,,,76,108,0,31480
J12549895,TREE_48075,,,INCOMPLETE,,,,24,1432,0,74800
J12549908,TREE_48075,,,INCOMPLETE,,,,52,140,0,13768
J12549912,TREE_48075,,,INCOMPLETE,,,,4,88,0,60360
J12549923,TREE_48075,,,INCOMPLETE,,,,132,1296,0,34200
J12549930,TREE_48075,,,INCOMPLETE,,,,68,1320,0,68120
J12549935,TREE_48075,,,INCOMPLETE,,,,92,124,0,16240
J12549942,TREE_48075,,,INCOMPLETE,,,,76,96,0,80960
J12549947,TREE_48075,,,INCOMPLETE,,,,96,308,0,16048
J12549959,TREE_48075,,,INCOMPLETE,,,,116,212,0,11000
J12549961,TREE_48075,,,INCOMPLETE,,,,104,768,0,16016
J12549962,TREE_48075,,,INCOMPLETE,,,,20,1192,0,10760
J12549963,TREE_48075,,,INCOMPLETE,,,,124,152,0,11760
J12549964,TREE_48075,,,INCOMPLETE,,,,96,456,0,13556
J12549967,TREE_48075,,,INCOMPLETE,,,,132,1452,0,61120
J12549968,TREE_48075,,,INCOMPLETE,,,,36,816,0,15020
J12549969,TREE_48075,,,INCOMPLETE,,,,112,324,0,16352
J12549972,TREE_48075,,,INCOMPLETE,,,,24,100,0,37160
J12550000,TREE_48075,,,INCOMPLETE,,,,64,684,0,10488
J12550005,TREE_48075,,,INCOMPLETE,,,,60,1048,0,10704
J12550023,TREE_48075,,,INCOMPLETE,,,,28,748,0,24800
J12550045,TREE_48075,,,INCOMPLETE,,,,68,1396,0,63160
J12550053,TREE_48075,,,INCOMPLETE,,,,48,804,0,77600
J12550058,TREE_48075,,,INCOMPLETE,,,,68,956,0,10628
J12550066,TREE_48075,,,INCOMPLETE,,,,64,844,0,81600
J12550073,TREE_48075,,,INCOMPLETE,,,,36,1912,0,11832
J12550085,TREE_48075,,,INCOMPLETE,,,,108,212,0,12392
J12550088,TREE_48075,,,INCOMPLETE,,,,84,636,0,15788
J12550099,TREE_48075,,,INCOMPLETE,,,,84,456,0,14164
J12550100,TREE_48075,,,INCOMPLETE,,,,16,1468,0,29400
J12550132,TREE_48075,,,INCOMPLETE,,,,24,124,0,87240
J12550140,TREE_48075,,,INCOMPLETE,,,,40,140,0,55680
J12550150,TREE_48075,,,INCOMPLETE,,,,108,1088,0,67400
J12550151,TREE_48075,,,INCOMPLETE,,,,124,772,0,28960
J12550157,TREE_48075,,,INCOMPLETE,,,,132,768,0,44000
J12550176,TREE_48075,,,INCOMPLETE,,,,24,988,0,79760
J12550192,TREE_48075,,,INCOMPLETE,,,,120,460,0,30480
J12550199,TREE_48075,,,INCOMPLETE,,,,124,664,0,68880
J12550203,TREE_48075,,,INCOMPLETE,,,,96,908,0,30640
J12550204,TREE_48075,,,INCOMPLETE,,,,60,1008,0,53680
J12550206,TREE_48075,,,INCOMPLETE,,,,84,1104,0,99560
J12550209,TREE_48075,,,INCOMPLETE,,,,152,36,0,17360
J12550214,TREE_48075,,,INCOMPLETE,,,,76,324,0,11032
J12550222,TREE_48075,,,INCOMPLETE,,,,64,836,0,69520
J12550227,TREE_48075,,,INCOMPLETE,,,,128,352,0,81880
J12550229,TREE_48075,,,INCOMPLETE,,,,64,128,0,75440
J12550235,TREE_48075,,,INCOMPLETE,,,,104,600,0,40160
J12550239,TREE_48075,,,INCOMPLETE,,,,108,680,0,12132
J12550256,TREE_48075,,,INCOMPLETE,,,,8,916,0,14852
J12550269,TREE_48075,,,INCOMPLETE,,,,4,40,0,14440
J12550270,TREE_48075,,,INCOMPLETE,,,,8,904,0,34520
J12550302,TREE_48075,,,INCOMPLETE,,,,44,1352,0,40360
J12550303,TREE_48075,,,INCOMPLETE,,,,12,16,0,15028
J12550349,TREE_48075,,,INCOMPLETE,,,,108,360,0,11268
J12550350,TREE_48075,,,INCOMPLETE,,,,28,684,0,63200
J12550362,TREE_48075,,,INCOMPLETE,,,,12,104,0,45600
J12550378,TREE_48075,,,INCOMPLETE,,,,72,364,0,80880
J12550382,TREE_48075,,,INCOMPLETE,,,,132,100,0,38800
J12550394,TREE_48075,,,INCOMPLETE,,,,36,500,0,41200
J12550396,TREE_48075,,,INCOMPLETE,,,,120,916,0,14320
J12550400,TREE_48075,,,INCOMPLETE,,,,60,532,0,82440
J12550404,TREE_48075,,,INCOMPLETE,,,,140,612,0,29840
J12550414,TREE_48075,,,INCOMPLETE,,,,8,1056,0,22880
J12550415,TREE_48075,,,INCOMPLETE,,,,52,592,0,76600
J12550416,TREE_48075,,,INCOMPLETE,,,,56,184,0,13920
J12550418,TREE_48075,,,INCOMPLETE,,,,104,212,0,71840
J12550424,TREE_48075,,,INCOMPLETE,,,,8,980,0,12400
J12550428,TREE_48075,,,INCOMPLETE,,,,128,328,0,68040
J12550433,TREE_48075,,,INCOMPLETE,,,,124,1660,0,43000
J12550434,TREE_48075,,,INCOMPLETE,,,,104,784,0,12320
J12550438,TREE_48075,,,INCOMPLETE,,,,84,736,0,11480
J12550450,TREE_48075,,,INCOMPLETE,,,,112,1192,0,11876
J12550454,TREE_48075,,,INCOMPLETE,,,,56,532,0,23600
J12550460,TREE_48075,,,INCOMPLETE,,,,48,1240,0,16080
J12550470,TREE_48075,,,INCOMPLETE,,,,92,16,0,53840
J12550471,TREE_48075,,,INCOMPLETE,,,,88,1044,0,11420
J12550478,TREE_48075,,,INCOMPLETE,,,,36,716,0,14444
J12550483,TREE_48075,,,INCOMPLETE,,,,52,692,0,10936
J12550484,TREE_48075,,,INCOMPLETE,,,,36,760,0,79120
J12550496,TREE_48075,,,INCOMPLETE,,,,12,308,0,71560
J12550499,TREE_48075,,,INCOMPLETE,,,,32,588,0,10256
J12550500,TREE_48075,,,INCOMPLETE,,,,28,148,0,13800
J12550503,TREE_48075,,,INCOMPLETE,,,,120,888,0,10300
J12550504,TREE_48075,,,INCOMPLETE,,,,24,560,0,88280
J12550507,TREE_48075,,,INCOMPLETE,,,,120,212,0,85600
J12550512,TREE_48075,,,INCOMPLETE,,,,104,564,0,40280
J12550513,TREE_48075,,,INCOMPLETE,,,,64,1080,0,13072
J12550514,TREE_48075,,,INCOMPLETE,,,,100,400,0,76560
J12550524,TREE_48075,,,INCOMPLETE,,,,76,260,0,90480
J12550528,TREE_48075,,,INCOMPLETE,,,,12,840,0,12804
J12550547,TREE_48075,,,INCOMPLETE,,,,72,444,0,38160
J12550551,TREE_48075,,,INCOMPLETE,,,,24,664,0,43440
J12550565,TREE_48075,,,INCOMPLETE,,,,44,1412,0,91160
J12550568,TREE_48075,,,INCOMPLETE,,,,128,1588,0,17140
J12550600,TREE_48075,,,INCOMPLETE,,,,128,460,0,89520
J12550605,TREE_48075,,,INCOMPLETE,,,,116,1208,0,13508
J12550612,TREE_48075,,,INCOMPLETE,,,,24,372,0,64040
J12550624,TREE_48075,,,INCOMPLETE,,,,96,1120,0,52600
J12550626,TREE_48075,,,INCOMPLETE,,,,76,144,0,11964
J12550646,TREE_48075,,,INCOMPLETE,,,,60,84,0,21680
J12550650,TREE_48075,,,INCOMPLETE,,,,116,1388,0,39560
J12550659,TREE_48075,,,INCOMPLETE,,,,136,1208,0,58560
J12550670,TREE_48075,,,INCOMPLETE,,,,100,96,0,48400
J12550673,TREE_48075,,,INCOMPLETE,,,,104,1152,0,11296
J12550677,TREE_48075,,,INCOMPLETE,,,,8,940,0,73440
J12550685,TREE_48075,,,INCOMPLETE,,,,96,1300,0,59560
J12550689,TREE_48075,,,INCOMPLETE,,,,88,1460,0,25880
J12550696,TREE_48075,,,INCOMPLETE,,,,28,808,0,13072
J12550698,TREE_48075,,,INCOMPLETE,,,,40,780,0,12640
J12550707,TREE_48075,,,INCOMPLETE,,,,132,1000,0,29120
J12550715,TREE_48075,,,INCOMPLETE,,,,88,48,0,65600
J12550720,TREE_48075,,,INCOMPLETE,,,,120,388,0,13572
J12550728,TREE_48075,,,INCOMPLETE,,,,56,784,0,62920
J12550735,TREE_48075,,,INCOMPLETE,,,,48,560,0,81600
J12550736,TREE_48075,,,INCOMPLETE,,,,84,980,0,14880
J12550743,TREE_48075,,,INCOMPLETE,,,,32,1304,0,47960
J12550758,TREE_48075,,,INCOMPLETE,,,,44,220,0,68880
J12550767,TREE_48075,,,INCOMPLETE,,,,36,280,0,71040
J12550776,TREE_48075,,,INCOMPLETE,,,,120,632,0,57400
J12550781,TREE_48075,,,INCOMPLETE,,,,112,540,0,26000
J12550784,TREE_48075,,,INCOMPLETE,,,,136,1016,0,98240
J12550786,TREE_48075,,,INCOMPLETE,,,,92,468,0,42160
J12550808,TREE_48075,,,INCOMPLETE,,,,8,1184,0,13196
J12550810,TREE_48075,,,INCOMPLETE,,,,32,1192,0,70440
J12550813,TREE_48075,,,INCOMPLETE,,,,44,276,0,84040
J12550814,TREE_48075,,,INCOMPLETE,,,,48,440,0,10604
J12550829,TREE_48075,,,INCOMPLETE,,,,96,516,0,79600
J12550833,TREE_48075,,,INCOMPLETE,,,,116,56,0,32000
J12550835,TREE_48075,,,INCOMPLETE,,,,112,384,0,77640
J12550842,TREE_48075,,,INCOMPLETE,,,,32,336,0,74840
J12550848,TREE_48075,,,INCOMPLETE,,,,132,512,0,12704
J12550850,TREE_48075,,,INCOMPLETE,,,,68,260,0,43000
J12550853,TREE_48075,,,INCOMPLETE,,,,136,716,0,13904
J12550854,TREE_48075,,,INCOMPLETE,,,,152,224,0,26360
J12550863,TREE_48075,,,INCOMPLETE,,,,88,380,0,57160
J12550871,TREE_48075,,,INCOMPLETE,,,,116,764,0,12224
J12550890,TREE_48075,,,INCOMPLETE,,,,44,544,0,54080
J12550897,TREE_48075,,,INCOMPLETE,,,,12,1380,0,13012
J12550911,TREE_48075,,,INCOMPLETE,,,,20,888,0,85480
J12550919,TREE_48075,,,INCOMPLETE,,,,108,132,0,13836
J12550922,TREE_48075,,,INCOMPLETE,,,,88,1260,0,25720
J12550933,TREE_48075,,,INCOMPLETE,,,,84,1448,0,35400
J12550936,TREE_48075,,,INCOMPLETE,,,,108,412,0,56800
J12550943,TREE_48075,,,INCOMPLETE,,,,24,1320,0,55960
J12550945,TREE_48075,,,INCOMPLETE,,,,0,480,0,12380
J12550946,TREE_48075,,,INCOMPLETE,,,,124,100,0,11936
J12550949,TREE_48075,,,INCOMPLETE,,,,24,168,0,12240
J12550954,TREE_48075,,,INCOMPLETE,,,,108,1344,0,13012
J12550970,TREE_48075,,,INCOMPLETE,,,,84,1288,0,34440
J12550974,TREE_48075,,,INCOMPLETE,,,,24,656,0,11504
J12550977,TREE_48075,,,INCOMPLETE,,,,84,692,0,30440
J12550985,TREE_48075,,,INCOMPLETE,,,,0,352,0,13032
J12550988,TREE_48075,,,INCOMPLETE,,,,8,188,0,97440
J12550995,TREE_48075,,,INCOMPLETE,,,,44,920,0,85120
J12551002,TREE_48075,,,INCOMPLETE,,,,32,1472,0,20120
J12551003,TREE_48075,,,INCOMPLETE,,,,64,196,0,71000
J12551006,TREE_48075,,,INCOMPLETE,,,,12,112,0,23000
J12551019,TREE_48075,,,INCOMPLETE,,,,88,896,0,89640
J12551034,TREE_48075,,,INCOMPLETE,,,,60,1548,0,13920
J12551052,TREE_48075,,,INCOMPLETE,,,,152,196,0,99920
J12551053,TREE_48075,,,INCOMPLETE,,,,36,736,0,44880
J12551058,TREE_48075,,,INCOMPLETE,,,,68,560,0,77880
J12551060,TREE_48075,,,INCOMPLETE,,,,116,464,0,10068
J12551061,TREE_48075,,,INCOMPLETE,,,,8,252,0,10296
J12551069,TREE_48075,,,INCOMPLETE,,,,84,320,0,79200
J12551078,TREE_48075,,,INCOMPLETE,,,,4,496,0,17600
J12551085,TREE_48075,,,INCOMPLETE,,,,92,232,0,35560
J12551086,TREE_48075,,,INCOMPLETE,,,,40,1096,0,86800
J12551087,TREE_48075,,,INCOMPLETE,,,,112,428,0,13084
J12551095,TREE_48075,,,INCOMPLETE,,,,40,556,0,12156
J12551096,TREE_48075,,,INCOMPLETE,,,,60,200,0,78800
J12551098,TREE_48075,,,INCOMPLETE,,,,32,556,0,31400
J12551100,TREE_48075,,,INCOMPLETE,,,,112,652,0,96160
J12551105,TREE_48075,,,INCOMPLETE,,,,140,284,0,80640
J12551153,TREE_48075,,,INCOMPLETE,,,,32,1236,0,40280
J12551158,TREE_48075,,,INCOMPLETE,,,,56,192,0,12240
J12551176,TREE_48075,,,INCOMPLETE,,,,72,448,0,11980
J12551188,TREE_48075,,,INCOMPLETE,,,,72,1328,0,44280
J12551195,TREE_48075,,,INCOMPLETE,,,,96,1412,0,37840
J12551198,TREE_48075,,,INCOMPLETE,,,,44,700,0,11572
J12551204,TREE_48075,,,INCOMPLETE,,,,36,612,0,20360
J12551206,TREE_48075,,,INCOMPLETE,,,,24,588,0,11456
J12551211,TREE_48075,,,INCOMPLETE,,,,120,520,0,17724
J12551216,TREE_48075,,,INCOMPLETE,,,,20,244,0,11096
J12551223,TREE_48075,,,INCOMPLETE,,,,76,952,0,14312
J12551225,TREE_48075,,,INCOMPLETE,,,,8,152,0,14044
J12551233,TREE_48075,,,INCOMPLETE,,,,72,1220,0,96160
J12551240,TREE_48075,,,INCOMPLETE,,,,132,4,0,13716
J12551243,TREE_48075,,,INCOMPLETE,,,,64,800,0,12160
J12551249,TREE_48075,,,INCOMPLETE,,,,4,2904,0,17396
J12551250,TREE_48075,,,INCOMPLETE,,,,108,984,0,24760
J12551254,TREE_48075,,,INCOMPLETE,,,,124,160,0,25160
J12551261,TREE_48075,,,INCOMPLETE,,,,120,8,0,13672
J12551262,TREE_48075,,,INCOMPLETE,,,,8,1004,0,11512
J12551267,TREE_48075,,,INCOMPLETE,,,,112,1168,0,33560
J12551268,TREE_48075,,,INCOMPLETE,,,,32,24,0,63720
J12551270,TREE_48075,,,INCOMPLETE,,,,12,836,0,41360
J12551276,TREE_48075,,,INCOMPLETE,,,,140,480,0,15620
J12551277,TREE_48075,,,INCOMPLETE,,,,28,604,0,21480
J12551295,TREE_48075,,,INCOMPLETE,,,,32,812,0,37800
