Customer ID,Parent Product,Claim Date,Documentation Date,Status,Claim Category,Claim Tracking Number,Vendor ID,Storage Fee,Insurance Amount,Holding Fee,Total Acquisition Cost
J12549242,TREE_48075,2005-05-01,2005-05-06,COMPLETE,S-CAN,24823858,4284,56,1116,0,91600
J12549246,TREE_48075,2005-07-08,2005-07-08,COMPLETE,S-CAN,24897168,145768,128,1152,0,50880
J12549250,TREE_48075,2005-06-13,2005-06-27,COMPLETE,S-CAN,25000120,6492,72,1348,0,75040
J12549252,TREE_48075,2005-07-26,2005-07-27,COMPLETE,S-CAN,24997780,26460,100,1148,0,67200
J12549253,TREE_48075,2005-08-03,2005-08-04,COMPLETE,S-CAN,24997796,145848,4,400,0,72800
J12549256,TREE_48075,2005-05-05,2005-05-06,COMPLETE,S-CAN,25030212,22616,36,1036,0,35360
J12549263,TREE_48075,2005-04-30,2005-04-30,COMPLETE,S-CAN,24799658,148972,4,636,0,93800
J12549278,TREE_48075,2005-05-19,2005-05-28,COMPLETE,S-CAN,24648942,204852,116,1304,0,74280
J12549281,TREE_48075,2005-04-22,2005-04-23,COMPLETE,S-CAN,24645272,147708,32,256,0,11756
J12549298,TREE_48075,2005-05-04,2005-05-05,COMPLETE,S-CAN,24898440,149700,124,1348,0,95520
J12549300,TREE_48075,2005-04-10,2005-04-10,COMPLETE,S-CAN,24829006,149472,92,1360,0,47160
J12549308,TREE_48075,2005-05-02,2005-05-04,COMPLETE,S-CAN,25032008,148168,24,216,0,93800
J12549318,TREE_48075,2005-04-23,2005-04-28,COMPLETE,S-CAN,24647882,27004,12,416,0,15580
J12549323,TREE_48075,2005-05-14,2005-05-15,COMPLETE,S-CAN,24644516,145288,132,852,0,34440
J12549327,TREE_48075,2005-04-20,2005-04-22,COMPLETE,S-CAN,24648670,27004,108,1024,0,13980
J12549335,TREE_48075,2005-06-06,2005-06-07,COMPLETE,S-CAN,24646962,4284,128,732,0,56080
J12549340,TREE_48075,2005-07-31,2005-08-01,COMPLETE,S-CAN,25003590,27004,88,596,0,84720
J12549346,TREE_48075,2005-07-18,2005-07-26,COMPLETE,S-CAN,25003978,145288,80,860,0,46400
J12549369,TREE_48075,2005-04-19,2005-04-21,COMPLETE,S-CAN,24610678,3296,72,500,0,63840
J12549370,TREE_48075,2005-06-10,2005-06-11,COMPLETE,S-CAN,24604180,204792,132,1172,0,10296
J12549380,TREE_48075,2005-03-25,2005-03-28,COMPLETE,S-CAN,24659418,22616,20,740,0,99480
J12549382,TREE_48075,2005-06-02,2005-06-04,COMPLETE,S-CAN,24652954,145808,104,628,0,13724
J12549384,TREE_48075,2005-06-04,2005-06-04,COMPLETE,S-CAN,24654754,20968,48,1084,0,33360
J12549407,TREE_48075,2005-06-06,2005-06-07,COMPLETE,S-CAN,24657960,35236,108,36,0,10168
J12549410,TREE_48075,2005-06-21,2005-06-22,COMPLETE,S-CAN,24657990,35236,60,124,0,71000
J12549415,TREE_48075,2005-06-21,2005-06-22,COMPLETE,S-CAN,24658990,20364,96,72,0,12260
J12549421,TREE_48075,2005-06-25,2005-06-25,COMPLETE,S-CAN,24709584,147328,156,944,0,86000
J12549428,TREE_48075,2005-04-30,2005-05-02,COMPLETE,S-CAN,24605500,21512,16,1248,0,13580
J12549430,TREE_48075,2005-03-26,2005-03-26,COMPLETE,S-CAN,24705202,146456,72,180,0,34560
J12549444,TREE_48075,2005-06-09,2005-06-10,COMPLETE,S-CAN,24611778,149296,84,124,0,16880
J12549450,TREE_48075,2005-04-10,2005-04-10,COMPLETE,S-CAN,24707232,21188,44,1312,0,15760
J12549451,TREE_48075,2005-04-23,2005-04-23,COMPLETE,S-CAN,24707258,149488,64,1264,0,14836
J12549452,TREE_48075,2005-05-01,2005-05-01,COMPLETE,S-CAN,24707274,21188,124,540,0,97240
J12549453,TREE_48075,2005-06-17,2005-06-18,COMPLETE,S-CAN,24702970,149088,152,164,0,57320
J12549463,TREE_48075,2005-03-18,2005-03-21,COMPLETE,S-CAN,24662004,146588,36,1108,0,95720
J12549471,TREE_48075,2005-06-06,2005-06-10,COMPLETE,S-CAN,24612578,28552,4,1372,0,12244
J12549473,TREE_48075,2005-06-25,2005-06-25,COMPLETE,S-CAN,24704184,147652,48,1144,0,13200
J12549476,TREE_48075,2005-06-21,2005-06-23,COMPLETE,S-CAN,24704980,216632,104,120,0,74840
J12549478,TREE_48075,2005-06-01,2005-06-07,COMPLETE,S-CAN,24709548,145768,80,1472,0,11916
J12549481,TREE_48075,2005-03-28,2005-03-30,COMPLETE,S-CAN,24705010,216632,28,128,0,12008
J12549490,TREE_48075,2005-05-29,2005-05-29,COMPLETE,S-CAN,24661142,4520,68,156,0,34280
J12549517,TREE_48075,2005-03-24,2005-04-03,COMPLETE,S-CAN,24652430,6492,52,780,0,94240
J12549527,TREE_48075,2005-05-07,2005-05-11,COMPLETE,S-CAN,24613518,148168,44,164,0,12048
J12549531,TREE_48075,2005-06-17,2005-06-17,COMPLETE,S-CAN,24659980,149088,88,1256,0,14468
J12549532,TREE_48075,2005-04-23,2005-04-25,COMPLETE,S-CAN,24660274,144628,120,128,0,72680
J12549552,TREE_48075,2005-05-02,2005-05-08,COMPLETE,S-CAN,24658500,35500,140,316,0,11380
J12549558,TREE_48075,2005-04-12,2005-04-12,COMPLETE,S-CAN,24611260,145312,108,1524,0,12552
J12549562,TREE_48075,2005-05-20,2005-05-22,COMPLETE,S-CAN,24611940,149296,104,736,0,69280
J12549572,TREE_48075,2005-06-05,2005-06-05,COMPLETE,S-CAN,24705544,148388,136,248,0,11280
J12549586,TREE_48075,2005-03-17,2005-03-19,COMPLETE,S-CAN,24660400,144628,44,504,0,18080
J12549588,TREE_48075,2005-04-09,2005-04-09,COMPLETE,S-CAN,24660442,16816,116,1392,0,16960
J12549590,TREE_48075,2005-04-02,2005-04-03,COMPLETE,S-CAN,24602042,147608,68,368,0,65440
J12549593,TREE_48075,2005-03-19,2005-03-22,COMPLETE,S-CAN,24609818,148148,20,504,0,59880
J12549600,TREE_48075,2005-05-29,2005-05-31,COMPLETE,S-CAN,24662346,146588,0,100,0,10764
J12549605,TREE_48075,2005-06-18,2005-06-20,COMPLETE,S-CAN,24709774,26460,80,948,0,27840
J12549611,TREE_48075,2005-04-08,2005-04-09,COMPLETE,S-CAN,24656642,148112,124,924,0,28360
J12549629,TREE_48075,2005-04-21,2005-04-22,COMPLETE,S-CAN,24605280,21512,24,856,0,13264
J12549637,TREE_48075,2005-05-02,2005-05-04,COMPLETE,S-CAN,24704880,216632,116,560,0,10296
J12549663,TREE_48075,2005-06-19,2005-06-19,COMPLETE,S-CAN,24649386,148080,116,144,0,15944
J12549669,TREE_48075,2005-03-31,2005-03-31,COMPLETE,S-CAN,24610436,1132,60,1272,0,15544
J12549672,TREE_48075,2005-04-25,2005-04-25,COMPLETE,S-CAN,24612086,147608,104,340,0,76080
J12549684,TREE_48075,2005-05-13,2005-05-20,COMPLETE,S-CAN,24656324,35500,56,948,0,15668
J12549694,TREE_48075,2005-03-27,2005-03-27,COMPLETE,S-CAN,24611828,147608,120,752,0,97240
J12549695,TREE_48075,2005-04-05,2005-04-05,COMPLETE,S-CAN,24611846,147608,80,616,0,13916
J12549696,TREE_48075,2005-04-11,2005-04-11,COMPLETE,S-CAN,24611858,147608,72,212,0,86240
J12549707,TREE_48075,2005-05-29,2005-05-29,COMPLETE,S-CAN,24662742,146588,64,1308,0,34480
J12549717,TREE_48075,2005-05-04,2005-05-05,COMPLETE,S-CAN,24658294,28552,72,1280,0,13472
J12549718,TREE_48075,2005-05-07,2005-05-08,COMPLETE,S-CAN,24658300,205116,96,928,0,66160
J12549729,TREE_48075,2005-03-31,2005-04-05,COMPLETE,S-CAN,24706822,11204,48,680,0,83840
J12549732,TREE_48075,2005-05-01,2005-05-02,COMPLETE,S-CAN,24706876,27004,112,1124,0,12728
J12549738,TREE_48075,2005-05-22,2005-05-31,COMPLETE,S-CAN,24654946,6492,76,1428,0,82360
J12549747,TREE_48075,2005-04-15,2005-04-21,COMPLETE,S-CAN,24659266,22616,124,1228,0,51840
J12549754,TREE_48075,2005-03-26,2005-03-26,COMPLETE,S-CAN,24705802,148712,60,124,0,75600
J12549762,TREE_48075,2005-04-14,2005-04-23,COMPLETE,S-CAN,24652470,6492,32,1008,0,10820
J12549774,TREE_48075,2005-05-02,2005-05-03,COMPLETE,S-CAN,24855646,4284,96,300,0,10112
J12549782,TREE_48075,2005-06-20,2005-06-24,COMPLETE,S-CAN,24975922,35500,12,444,0,26440
J12549784,TREE_48075,2005-01-24,2005-01-30,COMPLETE,S-CAN,24154634,147788,44,1748,0,45912
J12549804,TREE_48075,2005-07-01,2005-07-02,COMPLETE,S-CAN,24853566,148168,76,172,0,23880
J12549831,TREE_48075,2005-05-14,2005-05-15,COMPLETE,S-CAN,24857270,147608,60,1368,0,12496
J12549833,TREE_48075,2005-05-16,2005-05-17,COMPLETE,S-CAN,24853874,148416,76,916,0,51440
J12549844,TREE_48075,2005-04-01,2005-04-01,COMPLETE,S-CAN,24622632,146456,76,1192,0,12860
J12549845,TREE_48075,2005-06-11,2005-06-11,COMPLETE,S-CAN,24625774,148388,100,544,0,14056
J12549849,TREE_48075,2005-03-15,2005-03-18,COMPLETE,S-CAN,24625404,8760,56,944,0,41000
J12549850,TREE_48075,2005-06-13,2005-06-14,COMPLETE,S-CAN,24852530,149700,60,948,0,13868
J12549855,TREE_48075,2005-07-19,2005-07-21,COMPLETE,S-CAN,24976376,149700,48,1076,0,14016
J12549858,TREE_48075,2005-02-10,2005-02-12,COMPLETE,S-CAN,24339812,146592,112,2236,0,60332
J12549892,TREE_48075,2005-05-28,2005-06-08,COMPLETE,S-CAN,24978090,148032,0,236,0,12072
J12549893,TREE_48075,2005-05-29,2005-06-01,COMPLETE,S-CAN,24978076,35236,108,752,0,43760
J12549903,TREE_48075,2005-04-05,2005-04-08,COMPLETE,S-CAN,24621446,6492,4,308,0,16240
J12549904,TREE_48075,2005-04-22,2005-04-26,COMPLETE,S-CAN,24621482,28552,136,160,0,54360
J12549906,TREE_48075,2005-05-02,2005-05-05,COMPLETE,S-CAN,24620900,21512,40,744,0,13784
J12549914,TREE_48075,2005-06-11,2005-06-17,COMPLETE,S-CAN,24620986,6492,140,640,0,39240
J12549917,TREE_48075,2005-06-21,2005-06-23,COMPLETE,S-CAN,24854548,18096,124,564,0,93800
J12549927,TREE_48075,2005-05-25,2005-05-30,COMPLETE,S-CAN,24621550,148168,128,596,0,13000
J12549928,TREE_48075,2005-05-30,2005-06-02,COMPLETE,S-CAN,24621556,148416,108,908,0,10392
J12549937,TREE_48075,2005-03-14,2005-03-18,COMPLETE,S-CAN,24624204,3016,136,1240,0,97520
J12549938,TREE_48075,2005-03-19,2005-03-19,COMPLETE,S-CAN,24624206,14208,124,1420,0,13724
J12549944,TREE_48075,2005-07-08,2005-07-10,COMPLETE,S-CAN,24854382,32440,88,924,0,33640
J12549945,TREE_48075,2005-06-05,2005-06-06,COMPLETE,S-CAN,24854514,32440,132,88,0,14288
J12549948,TREE_48075,2005-04-30,2005-04-30,COMPLETE,S-CAN,24858040,148024,32,720,0,23080
J12549952,TREE_48075,2005-04-08,2005-04-10,COMPLETE,S-CAN,24499084,147708,80,712,0,72400
J12549981,TREE_48075,2005-05-21,2005-05-22,COMPLETE,S-CAN,24977256,148416,116,128,0,25240
J12549994,TREE_48075,2005-05-10,2005-05-10,COMPLETE,S-CAN,24623910,31348,116,632,0,40600
J12550014,TREE_48075,2005-06-08,2005-06-09,COMPLETE,S-CAN,24850520,149472,112,1004,0,13652
J12550015,TREE_48075,2005-06-12,2005-06-20,COMPLETE,S-CAN,24856542,147832,124,820,0,47680
J12550025,TREE_48075,2005-06-08,2005-06-11,COMPLETE,S-CAN,24624974,205116,0,584,0,59600
J12550027,TREE_48075,2005-06-12,2005-06-15,COMPLETE,S-CAN,24621582,6492,92,464,0,85440
J12550028,TREE_48075,2005-03-14,2005-03-17,COMPLETE,S-CAN,24621602,148416,52,536,0,92320
J12550033,TREE_48075,2005-03-22,2005-03-26,COMPLETE,S-CAN,24621020,21512,112,380,0,95760
J12550041,TREE_48075,2005-07-05,2005-07-13,COMPLETE,S-CAN,24856588,147832,4,1012,0,62040
J12550046,TREE_48075,2005-06-01,2005-06-03,COMPLETE,S-CAN,24554578,8760,72,1088,0,82640
J12550048,TREE_48075,2005-05-02,2005-05-05,COMPLETE,S-CAN,24624500,6388,28,796,0,12276
J12550052,TREE_48075,2005-05-22,2005-05-25,COMPLETE,S-CAN,24624540,26460,100,1248,0,10184
J12550063,TREE_48075,2005-03-15,2005-03-18,COMPLETE,S-CAN,24626004,205160,20,1040,0,67360
J12550075,TREE_48075,2005-04-25,2005-04-25,COMPLETE,S-CAN,24553100,27004,4,1284,0,22360
J12550082,TREE_48075,2005-05-31,2005-06-03,COMPLETE,S-CAN,24623758,204792,112,536,0,66720
J12550092,TREE_48075,2005-04-09,2005-04-30,COMPLETE,S-CAN,24852640,17316,24,940,0,22840
J12550098,TREE_48075,2005-06-07,2005-06-15,COMPLETE,S-CAN,24973904,204852,52,88,0,12428
J12550102,TREE_48075,2005-04-23,2005-04-25,COMPLETE,S-CAN,24551500,147828,4,312,0,16548
J12550109,TREE_48075,2005-03-14,2005-03-19,COMPLETE,S-CAN,24620606,28552,100,1512,0,14920
J12550111,TREE_48075,2005-03-14,2005-03-20,COMPLETE,S-CAN,24622408,148168,132,468,0,15000
J12550115,TREE_48075,2005-04-08,2005-04-18,COMPLETE,S-CAN,24624066,216632,52,324,0,32400
J12550124,TREE_48075,2005-06-25,2005-06-25,COMPLETE,S-CAN,24979324,16816,132,996,0,14252
J12550129,TREE_48075,2005-03-20,2005-03-20,COMPLETE,S-CAN,24554028,1132,28,732,0,13920
J12550135,TREE_48075,2005-05-22,2005-05-27,COMPLETE,S-CAN,24623344,149488,116,864,0,63680
J12550153,TREE_48075,2005-06-07,2005-06-08,COMPLETE,S-CAN,24553788,17492,40,340,0,30360
J12550159,TREE_48075,2005-06-09,2005-06-14,COMPLETE,S-CAN,24621780,149088,8,472,0,12548
J12550170,TREE_48075,2005-06-01,2005-06-01,COMPLETE,S-CAN,25090048,146456,72,632,0,19240
J12550174,TREE_48075,2005-08-03,2005-08-04,COMPLETE,S-CAN,25088176,14208,52,152,0,91200
J12550181,TREE_48075,2005-03-25,2005-03-30,COMPLETE,S-CAN,24680414,18096,128,132,0,63280
J12550184,TREE_48075,2005-04-18,2005-04-18,COMPLETE,S-CAN,24685452,148168,104,1480,0,37480
J12550191,TREE_48075,2005-04-16,2005-04-17,COMPLETE,S-CAN,24908802,21512,24,956,0,14940
J12550200,TREE_48075,2005-06-25,2005-06-28,COMPLETE,S-CAN,24868152,148416,80,108,0,78400
J12550201,TREE_48075,2005-07-07,2005-07-08,COMPLETE,S-CAN,24900966,145848,56,636,0,35880
J12550211,TREE_48075,2005-03-26,2005-03-29,COMPLETE,S-CAN,24681812,28552,92,820,0,41200
J12550224,TREE_48075,2005-04-23,2005-04-30,COMPLETE,S-CAN,24905628,11204,48,280,0,48000
J12550242,TREE_48075,2005-04-20,2005-04-23,COMPLETE,S-CAN,24679462,149088,96,972,0,10396
J12550244,TREE_48075,2005-04-21,2005-04-24,COMPLETE,S-CAN,24684664,4284,68,12,0,11692
J12550249,TREE_48075,2005-06-12,2005-06-16,COMPLETE,S-CAN,24685570,149480,48,528,0,43560
J12550252,TREE_48075,2005-04-09,2005-04-12,COMPLETE,S-CAN,24679040,18096,120,500,0,13960
J12550254,TREE_48075,2005-04-01,2005-04-11,COMPLETE,S-CAN,24684038,29244,64,368,0,17144
J12550257,TREE_48075,2005-05-20,2005-05-20,COMPLETE,S-CAN,24683516,31348,64,1180,0,13156
J12550264,TREE_48075,2005-06-03,2005-06-06,COMPLETE,S-CAN,24682950,26460,60,768,0,10348
J12550267,TREE_48075,2005-06-23,2005-06-26,COMPLETE,S-CAN,24679790,145312,124,148,0,17440
J12550276,TREE_48075,2005-05-27,2005-05-29,COMPLETE,S-CAN,25091842,2236,136,28,0,11840
J12550279,TREE_48075,2005-08-07,2005-08-08,COMPLETE,S-CAN,25116176,146268,40,644,0,20800
J12550281,TREE_48075,2005-05-03,2005-05-04,COMPLETE,S-CAN,24476536,148080,72,368,0,81360
J12550304,TREE_48075,2005-04-21,2005-04-24,COMPLETE,S-CAN,24910616,31024,68,444,0,69240
J12550310,TREE_48075,2005-06-10,2005-06-10,COMPLETE,S-CAN,24538594,144368,4,308,0,13424
J12550313,TREE_48075,2005-07-10,2005-07-10,COMPLETE,S-CAN,24906970,1824,96,820,0,20800
J12550317,TREE_48075,2005-06-13,2005-06-14,COMPLETE,S-CAN,25114266,145808,44,1216,0,12340
J12550330,TREE_48075,2005-06-07,2005-06-18,COMPLETE,S-CAN,24868332,18096,56,292,0,14560
J12550335,TREE_48075,2005-06-08,2005-06-08,COMPLETE,S-CAN,24685554,216176,24,84,0,11116
J12550341,TREE_48075,2005-05-17,2005-05-18,COMPLETE,S-CAN,25039234,146540,48,1068,0,88600
J12550352,TREE_48075,2005-05-16,2005-05-20,COMPLETE,S-CAN,24872874,29052,112,696,0,56280
J12550353,TREE_48075,2005-05-17,2005-05-29,COMPLETE,S-CAN,24872892,147572,8,1044,0,80600
J12550355,TREE_48075,2005-04-17,2005-04-20,COMPLETE,S-CAN,24871214,26460,92,408,0,88920
J12550363,TREE_48075,2005-06-06,2005-06-11,COMPLETE,S-CAN,24681360,3060,92,1012,0,11692
J12550386,TREE_48075,2005-05-24,2005-05-25,COMPLETE,S-CAN,24903078,9172,32,1200,0,12516
J12550388,TREE_48075,2005-06-22,2005-06-23,COMPLETE,S-CAN,24907936,148712,52,752,0,11200
J12550389,TREE_48075,2005-06-24,2005-06-25,COMPLETE,S-CAN,24907940,1824,92,112,0,74400
J12550397,TREE_48075,2005-05-08,2005-05-13,COMPLETE,S-CAN,24873660,148136,12,324,0,11628
J12550399,TREE_48075,2005-04-30,2005-04-30,COMPLETE,S-CAN,24871234,204792,4,724,0,74800
J12550401,TREE_48075,2005-03-06,2005-03-06,COMPLETE,S-CAN,24441028,200844,172,5964,0,16600
J12550405,TREE_48075,2005-04-22,2005-04-26,COMPLETE,S-CAN,24871626,145848,4,1220,0,49560
J12550408,TREE_48075,2005-07-15,2005-07-16,COMPLETE,S-CAN,24906182,28552,32,320,0,11200
J12550420,TREE_48075,2005-04-16,2005-04-19,COMPLETE,S-CAN,24679454,149088,12,1004,0,11412
J12550439,TREE_48075,2005-05-27,2005-05-31,COMPLETE,S-CAN,24869296,145332,132,848,0,79880
J12550461,TREE_48075,2005-05-09,2005-05-15,COMPLETE,S-CAN,24680906,216632,108,216,0,16200
J12550463,TREE_48075,2005-04-20,2005-04-30,COMPLETE,S-CAN,24679876,147328,28,196,0,11536
J12550473,TREE_48075,2005-06-24,2005-06-29,COMPLETE,S-CAN,24870954,145312,100,1108,0,23000
